reaction_id	pathway_ids (KEGG and Metacyc
rxn44194	PWY-7942
rxn44195	PWY-6533
rxn44196	
rxn44197	
rxn44198	PWY-7458
rxn44199	PWY-6999
rxn44200	
rxn44201	
rxn44202	PWY-7698
rxn44203	PWY-7431
rxn44204	PWY-5532
rxn44205	PWY-7987
rxn44206	PWY-6148
rxn44207	
rxn44208	PWY0-1471
rxn44209	PWY-7869
rxn44210	PWY-7412
rxn44211	PWY-7478
rxn44212	PWY-1187
rxn44213	PWY-7045
rxn44214	PWY-7429
rxn44215	
rxn44216	PWY-7363
rxn44217	
rxn44218	PWY-8000
rxn44219	PWY-762
rxn44220	
rxn44221	PWY-7932	PWY-7933
rxn44222	PWY-7484
rxn44223	
rxn44224	PWY-5064	PWY-5086	PWY-5526	PWY-5529	PWY-7758	PWY-7759	PWY-7760
rxn44225	
rxn44226	PWY-8001
rxn44227	
rxn44228	PWY-5411	PWY-5416
rxn44229	PWY-6407
rxn44230	
rxn44231	
rxn44232	PWY-7387
rxn44233	PWY-7300
rxn44234	
rxn44235	
rxn44236	PWY-7626
rxn44237	PWY-7800
rxn44238	PWY-8000
rxn44239	PWY-6958
rxn44240	PWY-6370
rxn44241	
rxn44242	PWY-7606
rxn44243	
rxn44244	
rxn44245	PWY-6733
rxn44246	PWY-7751
rxn44247	14DICHLORBENZDEG-PWY	PCPDEG-PWY	PWY-6084	PWY-6093	PWY-6094	PWY-6178
rxn44248	
rxn44249	PWY-3781	PWY-4521	PWY-6692	PWY-7279
rxn44250	PWY-7782
rxn44251	PWY-7825
rxn44252	PWY-7653
rxn44253	PWY-7835	PWY-7841
rxn44254	
rxn44255	PWY-7751
rxn44256	PWY-7697
rxn44257	
rxn44258	PWY-7745
rxn44259	PWY-7835	PWY-7836	PWY-7838	PWY-7839	PWY-7841
rxn44260	PWY-5928
rxn44261	PWY-2421	PWY-2504	PWY-5648	PWY-6079	PWY-6954
rxn44262	PWY66-392
rxn44263	
rxn44264	PWY-6453
rxn44265	
rxn44266	
rxn44267	PWY-6853
rxn44268	PWY0-1573
rxn44269	PWYQT-4450
rxn44270	PWY-7400
rxn44271	PWY-5826
rxn44272	
rxn44273	
rxn44274	PWY-2541
rxn44275	
rxn44276	
rxn44277	TRNA-CHARGING-PWY
rxn44278	
rxn44279	
rxn44280	PWY-6984
rxn44281	LYSINE-AMINOAD-PWY
rxn44282	
rxn44283	
rxn44284	PWY-6603
rxn44285	
rxn44286	ALL-CHORISMATE-PWY	ARO-PWY	COMPLETE-ARO-PWY	PWY-6163	PWY-6165	PWY-6628	PWY-6629	PWY-6630
rxn44287	
rxn44288	
rxn44289	
rxn44290	PWY-6024
rxn44291	PWY-7627
rxn44292	TRNA-CHARGING-PWY
rxn44293	PWY-7932	PWY-7933
rxn44294	PWY-6068	PWY-6069
rxn44295	
rxn44296	
rxn44297	
rxn44298	
rxn44299	PWY-4061
rxn44300	PWY-8000
rxn44301	PWY-6544	PWY-699
rxn44302	PWY-7426
rxn44303	
rxn44304	PWY-8012
rxn44305	PWY-7069
rxn44306	PWY-743
rxn44307	PWY-7667	PWY-7668
rxn44308	PWY-7407
rxn44309	
rxn44310	
rxn44311	PWY-2229	PWY-2467
rxn44312	ARGORNPROST-PWY	PWY-6344
rxn44313	
rxn44314	
rxn44315	PWY-7922
rxn44316	PWY-5773
rxn44317	
rxn44318	PWY-5027	PWY-5863
rxn44319	PWY-7572
rxn44320	
rxn44321	PWY-7410
rxn44322	PWY-6113	PWYG-321
rxn44323	
rxn44324	PWY-7664
rxn44325	PWY-5780
rxn44326	
rxn44327	PWY-7809	PWY-7811
rxn44328	PWY-7513
rxn44329	PWY-7900	PWY-881
rxn44330	
rxn44331	
rxn44332	
rxn44333	PWY-7727
rxn44334	PWY-7535
rxn44335	
rxn44336	
rxn44337	PWY-7465
rxn44338	ERGOSTEROL-SYN-PWY	PWY-6074	PWY66-341	PWY66-4	PWY66-5
rxn44339	
rxn44340	PWY-6395	PWY-6935
rxn44341	PWY-7641
rxn44342	PWY-7733	PWY-7734
rxn44343	PWY-7835	PWY-7836
rxn44344	
rxn44345	
rxn44346	PWY-7913
rxn44347	PWY-6140	PWY-6145
rxn44348	
rxn44349	PWY-5642
rxn44350	PWY-5818
rxn44351	PWY-6056
rxn44352	PWY-7712	PWY-7715
rxn44353	PWY-7832
rxn44354	PWY-7692
rxn44355	PWY-6891	PWY-6895	PWY-7888	PWY-7904
rxn44356	PWY-6076
rxn44357	PWY-6676	PWY-7457
rxn44358	
rxn44359	
rxn44360	
rxn44361	
rxn44362	PWY-5936
rxn44363	
rxn44364	
rxn44365	
rxn44366	
rxn44367	PWY-7988
rxn44368	PWY-7615
rxn44369	PWY-7742
rxn44370	PWY-7673
rxn44371	
rxn44372	
rxn44373	PWY-7547
rxn44374	PWY-7434	PWY-7837
rxn44375	PWY-7305	PWY66-381
rxn44376	
rxn44377	PWY0-1275
rxn44378	
rxn44379	
rxn44380	PWY-7610	PWY-7613
rxn44381	
rxn44382	PWY-5140
rxn44383	PWY-7636
rxn44384	PWY-5353	PWY-7592
rxn44385	PWY-7305	PWY66-380
rxn44386	
rxn44387	PWY-7138
rxn44388	PWY-7760
rxn44389	PWY-6113	PWYG-321
rxn44390	
rxn44391	
rxn44392	PWY-6592
rxn44393	PWY-7610
rxn44394	
rxn44395	PWY-7561
rxn44396	
rxn44397	
rxn44398	PWY-3162
rxn44399	PWY-7863
rxn44400	PWY-2021
rxn44401	PWY-6282	PWY-6284	PWY-6285
rxn44402	PWY-7671
rxn44403	PWY-7659
rxn44404	
rxn44405	PWY-7256
rxn44406	
rxn44407	PWY-7848
rxn44408	
rxn44409	PWY0-1586
rxn44410	
rxn44411	PWY66-392
rxn44412	PWY-7665
rxn44413	PWY-7735
rxn44414	PWY-6720
rxn44415	PWY-5129
rxn44416	PWY-1121
rxn44417	PWY-8012
rxn44418	PWY-7760
rxn44419	PWY-6928	PWY-6937	PWY-6944	PWY-6947
rxn44420	
rxn44421	PWY-7856
rxn44422	
rxn44423	PWYQT-4450
rxn44424	PWY-7085
rxn44425	PWY-5706	PWY-6176
rxn44426	PWY-7168
rxn44427	PWY-6659
rxn44428	
rxn44429	PWY-7758	PWY-7759	PWY-7760
rxn44430	
rxn44431	PWY-782
rxn44432	PWY-7682
rxn44433	PWY-7779
rxn44434	PWY-7930
rxn44435	PWY-7149	PWY-7151
rxn44436	SPHINGOLIPID-SYN-PWY
rxn44437	
rxn44438	PWY-5294
rxn44439	PWY-7751
rxn44440	
rxn44441	
rxn44442	PWY-7932	PWY-7933
rxn44443	
rxn44444	PWY-7945
rxn44445	NPGLUCAT-PWY	PWY-2221
rxn44446	PWY-7835	PWY-7841
rxn44447	PWY-7692
rxn44448	PWY-5265
rxn44449	PWY-6281	PWY0-901
rxn44450	
rxn44451	
rxn44452	
rxn44453	PWY-622
rxn44454	PWY-7417
rxn44455	
rxn44456	
rxn44457	
rxn44458	
rxn44459	
rxn44460	PWY-7656
rxn44461	
rxn44462	PWY-7771
rxn44463	PWY-7549
rxn44464	
rxn44465	
rxn44466	PWY-7862
rxn44467	PWY-7149	PWY-7150
rxn44468	PWY-7363
rxn44469	PWY-7031
rxn44470	PWY-7950
rxn44471	PWYQT-4450
rxn44472	
rxn44473	PWY-5748
rxn44474	PWY-7880
rxn44475	PWY66-397
rxn44476	PWY-7058
rxn44477	PWY-7464
rxn44478	
rxn44479	
rxn44480	ALL-CHORISMATE-PWY	ARO-PWY	COMPLETE-ARO-PWY	PWY-6163	PWY-6165	PWY-6628	PWY-6629	PWY-6630
rxn44481	P481-PWY
rxn44482	
rxn44483	
rxn44484	PWY-282
rxn44485	PWY-8000
rxn44486	PWY-7421
rxn44487	
rxn44488	
rxn44489	
rxn44490	PWY-7483
rxn44491	PWY-7921
rxn44492	PWY-7511
rxn44493	HOMOSER-METSYN-PWY	LCYSDEG-PWY	MET-SAM-PWY	METSYN-PWY	P4-PWY	PWY-3661	PWY-4061	PWY-5347	PWY-5497	PWY-6196	PWY-702	PWY-724	PWY-8001	PWY0-1535	PWY0-781	SERDEG-PWY	TRYPDEG-PWY
rxn44494	PWY-5055	PWY-5062
rxn44495	
rxn44496	PWY-7759
rxn44497	
rxn44498	PWY-7612
rxn44499	PWY-1187
rxn44500	PWY-7135
rxn44501	PWY-6928	PWY-6937	PWY-6944	PWY-6947
rxn44502	
rxn44503	
rxn44504	PWY-7396
rxn44505	PWY-7896
rxn44506	PWY-6192
rxn44507	PWY-7770
rxn44508	PWY4FS-17
rxn44509	
rxn44510	PWY-6423
rxn44511	
rxn44512	
rxn44513	PWY66-301
rxn44514	
rxn44515	PWY-7340
rxn44516	
rxn44517	
rxn44518	
rxn44519	
rxn44520	PWY-2055	PWY-2762
rxn44521	PWY3O-6
rxn44522	PWY-2724
rxn44523	
rxn44524	
rxn44525	
rxn44526	
rxn44527	PWY-6995
rxn44528	PWY-7668
rxn44529	PWY-7703
rxn44530	PWY0-1590	PWY0-1591
rxn44531	
rxn44532	PWY-5884	PWY-5885
rxn44533	
rxn44534	PWY-7305	PWY66-377
rxn44535	
rxn44536	ERGOSTEROL-SYN-PWY	PWY-2541	PWY-6075
rxn44537	PWY-7113
rxn44538	
rxn44539	PWY-7639
rxn44540	PWYQT-4473
rxn44541	
rxn44542	PWY-7809	PWY-7812
rxn44543	
rxn44544	PWY-6660	PWY-6662
rxn44545	PWY-7887
rxn44546	PWY-5757
rxn44547	PWY-3641
rxn44548	PWY-6113	PWYG-321
rxn44549	PWY-7805
rxn44550	
rxn44551	PWY-7944	PWY-7945
rxn44552	
rxn44553	
rxn44554	PWY-5990	PWY-5991
rxn44555	
rxn44556	
rxn44557	PWYQT-4475
rxn44558	
rxn44559	PWY-7662
rxn44560	
rxn44561	PWY-7498
rxn44562	PWY-7044
rxn44563	PWY-6801
rxn44564	PWY-7661
rxn44565	PWY-7139
rxn44566	PWY-7072
rxn44567	PWY-7748
rxn44568	PWY-6540
rxn44569	PWY66-397
rxn44570	PWY-7919
rxn44571	
rxn44572	PWY-7951
rxn44573	PWY-2701
rxn44574	PWY-5736
rxn44575	PWY-6293	PWY-801	PWY-821
rxn44576	
rxn44577	PWY-7535
rxn44578	PWY-7602	PWY-7619	PWY-7724
rxn44579	PWY-5757
rxn44580	PWY-7484
rxn44581	PWY-6030
rxn44582	
rxn44583	P165-PWY	PWY-5044	PWY-6595	PWY-6607
rxn44584	
rxn44585	PWY-7340
rxn44586	
rxn44587	
rxn44588	PWY-4421
rxn44589	PWY-7664
rxn44590	PWY-7330	PWY-7332
rxn44591	
rxn44592	
rxn44593	PWY-7710
rxn44594	
rxn44595	PWY-7920
rxn44596	
rxn44597	PWY-7426	PWY-7920
rxn44598	
rxn44599	
rxn44600	PWY-7612
rxn44601	PWY-7332	PWY-7334
rxn44602	PWY-7241	PWY-7248
rxn44603	PWY-6113	PWYG-321
rxn44604	
rxn44605	PWY-7627
rxn44606	PWY-7840
rxn44607	PWY-8012
rxn44608	PWY-6322
rxn44609	PWY-6181
rxn44610	PWY-601
rxn44611	PWY-7979
rxn44612	
rxn44613	PWY-7497
rxn44614	
rxn44615	
rxn44616	
rxn44617	PWY-7007
rxn44618	
rxn44619	
rxn44620	PWY-7667
rxn44621	
rxn44622	PWY-7484
rxn44623	PWY-6061
rxn44624	
rxn44625	PWY-5525
rxn44626	PWY-7832
rxn44627	PWY-7667
rxn44628	PWY-6823
rxn44629	PWY-7951
rxn44630	PWY-8013
rxn44631	
rxn44632	PWY-2229	PWY-2464	PWY-5717
rxn44633	ACETOACETATE-DEG-PWY	PWY-6588	PWY-6594	PWY-6604
rxn44634	PWY-7859
rxn44635	DENOVOPURINE2-PWY	PRPP-PWY	PWY-6123	PWY-6124	PWY-841
rxn44636	PWYQT-4427
rxn44637	PWY-5247	PWY-6830
rxn44638	
rxn44639	PWY-601
rxn44640	PWY-7961
rxn44641	
rxn44642	PWY-7548
rxn44643	
rxn44644	
rxn44645	
rxn44646	PWY-5818
rxn44647	PWY-7835	PWY-7838
rxn44648	
rxn44649	
rxn44650	
rxn44651	
rxn44652	
rxn44653	PWY-5748
rxn44654	PWY-6113	PWYG-321
rxn44655	PWY-7733	PWY-7734
rxn44656	PWY-7058
rxn44657	PWY-7607	PWY-7609
rxn44658	
rxn44659	PWY-7534
rxn44660	
rxn44661	
rxn44662	
rxn44663	PWY-6433
rxn44664	
rxn44665	
rxn44666	
rxn44667	
rxn44668	
rxn44669	PWY66-395	PWY66-397
rxn44670	
rxn44671	PWY-7066
rxn44672	PWY-5287
rxn44673	PWY-7907
rxn44674	
rxn44675	PWY-7422
rxn44676	PWY-7928
rxn44677	
rxn44678	PWY-7816
rxn44679	IDNCAT-PWY	KETOGLUCONMET-PWY
rxn44680	PWY-7913
rxn44681	PWY-5291
rxn44682	
rxn44683	PWY-7068
rxn44684	PWY-7484
rxn44685	PWY-7674
rxn44686	
rxn44687	PWY-6433
rxn44688	
rxn44689	PWY-7963
rxn44690	PWY-7149	PWY-7151
rxn44691	
rxn44692	PWY-7490
rxn44693	PWY-6928	PWY-6937	PWY-6944	PWY-6947
rxn44694	
rxn44695	
rxn44696	PWY-7510
rxn44697	PWY-7797
rxn44698	PWY-3061
rxn44699	PWY-7547
rxn44700	PWY-7080
rxn44701	PWY-7624
rxn44702	PWY-7719
rxn44703	PWY-7921
rxn44704	
rxn44705	PWY-8016
rxn44706	
rxn44707	
rxn44708	PWY-7908
rxn44709	PWY-7904
rxn44710	
rxn44711	P481-PWY
rxn44712	
rxn44713	
rxn44714	
rxn44715	
rxn44716	PWY-3181	PWY-6307
rxn44717	
rxn44718	PWY-7543
rxn44719	PWY-5846
rxn44720	
rxn44721	PWY-5068
rxn44722	
rxn44723	
rxn44724	PWY-7819
rxn44725	PWY-7652
rxn44726	PWY4FS-17
rxn44727	
rxn44728	
rxn44729	PWY-7916
rxn44730	PWY-8007
rxn44731	
rxn44732	
rxn44733	ERGOSTEROL-SYN-PWY	PWY-6074	PWY66-341	PWY66-4	PWY66-5
rxn44734	HCAMHPDEG-PWY	PWY0-1277
rxn44735	
rxn44736	
rxn44737	PWY-7804
rxn44738	
rxn44739	
rxn44740	
rxn44741	
rxn44742	PWY18HP-2
rxn44743	
rxn44744	PWY-7339
rxn44745	PWY-5397
rxn44746	PWY-7665
rxn44747	
rxn44748	
rxn44749	
rxn44750	PWY-7807
rxn44751	
rxn44752	PWY-5195
rxn44753	
rxn44754	PWY-5874
rxn44755	PWY-5757
rxn44756	
rxn44757	PWY-7667
rxn44758	PWY-7085
rxn44759	
rxn44760	
rxn44761	PWY-7712	PWY-7715
rxn44762	
rxn44763	4-HYDROXYMANDELATE-DEGRADATION-PWY	PWY-2504	PWY-6954
rxn44764	PWY-7065
rxn44765	PWY-7422
rxn44766	PWY-7544	PWY0-1329	PWY0-1335	PWY0-1544	PWY0-1561	PWY0-1565	PWY0-1567
rxn44767	PWY-7071
rxn44768	PWY-1121
rxn44769	
rxn44770	
rxn44771	PWY-5129	PWY-7277	PWY3DJ-12
rxn44772	PWY-2541
rxn44773	PWY-5054
rxn44774	
rxn44775	PWY-7826
rxn44776	PWY-5196
rxn44777	
rxn44778	
rxn44779	
rxn44780	
rxn44781	PWY-5875
rxn44782	PWY-6113	PWYG-321
rxn44783	PWY-7419
rxn44784	
rxn44785	PWY-6113	PWYG-321
rxn44786	PWY-6010
rxn44787	PWY-7626
rxn44788	PWY-7673
rxn44789	GLUDEG-II-PWY	PWY-5087	PWY-5088	PWY-6728
rxn44790	
rxn44791	
rxn44792	PWY-7880
rxn44793	PWY-6412
rxn44794	
rxn44795	PWYQT-4473
rxn44796	PWY66-397
rxn44797	PWY66-388
rxn44798	PWY-7188
rxn44799	PWY-6024
rxn44800	
rxn44801	PWY-7573	PWY-7575
rxn44802	
rxn44803	PWY-7426
rxn44804	PWY-7735
rxn44805	PWY-7187	PWY0-166
rxn44806	
rxn44807	PWY-5466	PWY-5469	PWY-6824
rxn44808	
rxn44809	TRNA-CHARGING-PWY
rxn44810	PWY-7638
rxn44811	
rxn44812	PWY-1901
rxn44813	
rxn44814	PWY-6310
rxn44815	PWY-6928	PWY-6945	PWY-6946	PWY-6947
rxn44816	PWY-7756
rxn44817	P281-PWY
rxn44818	PWY-7822
rxn44819	
rxn44820	PWY-7511
rxn44821	PWY-8007
rxn44822	
rxn44823	PWY-6322	PWY-7769
rxn44824	
rxn44825	
rxn44826	PWY-7943
rxn44827	
rxn44828	
rxn44829	PWY-6433
rxn44830	PWY-7467
rxn44831	PWY-7883
rxn44832	PWY-7482
rxn44833	PWY-7352
rxn44834	PWY-7312	PWY-7317
rxn44835	PWY-5034	PWY-5047	PWY-5052	PWY-5053
rxn44836	PWY-5170
rxn44837	PWY-7818
rxn44838	METHANOGENESIS-PWY	PWY-6142	PWY-6146	PWY-6830	PWY-7784
rxn44839	PWY-7954
rxn44840	
rxn44841	PWY-6733
rxn44842	
rxn44843	PWY-6539
rxn44844	PWY-5261
rxn44845	PWY-7654
rxn44846	PWY-7920
rxn44847	
rxn44848	PWY-361	PWY-6039	PWY-6040	PWY-6320
rxn44849	PWY-6073	PWY-6082
rxn44850	PWY-5477	PWY-5478
rxn44851	
rxn44852	
rxn44853	
rxn44854	
rxn44855	
rxn44856	
rxn44857	PWY-2541
rxn44858	PWY-7680
rxn44859	PWY-7931	PWY-7933
rxn44860	PWY-7745
rxn44861	
rxn44862	PWY0-1581	PWY0-1582	PWY0-1591
rxn44863	PWY-7450	PWY-7678	PWY-7679
rxn44864	
rxn44865	PWY-762
rxn44866	PWY-7068
rxn44867	PWY-6558	PWY-6564
rxn44868	PWY-5915	PWY-7579
rxn44869	PWY-7644
rxn44870	
rxn44871	PWY-7565
rxn44872	
rxn44873	
rxn44874	PWY-5822
rxn44875	
rxn44876	
rxn44877	PWY-5770
rxn44878	PWY-7955
rxn44879	PWY-7861	PWY66-425
rxn44880	
rxn44881	PWY-5288
rxn44882	
rxn44883	
rxn44884	PWY-5288
rxn44885	
rxn44886	PWY-7993
rxn44887	
rxn44888	PWY-5773
rxn44889	
rxn44890	
rxn44891	PWY-7691
rxn44892	
rxn44893	PWY-5780
rxn44894	PWY-5129	SPHINGOLIPID-SYN-PWY
rxn44895	PWY-7283	PWY-7285	PWY-7286
rxn44896	PWY-7628
rxn44897	
rxn44898	
rxn44899	
rxn44900	
rxn44901	PWY-2724
rxn44902	
rxn44903	PWY-7104	PWY-7110	PWY-7438
rxn44904	PWY-3101	PWY-6266
rxn44905	
rxn44906	PWY-381	PWY490-3
rxn44907	PWY-2541
rxn44908	
rxn44909	PWY-7478
rxn44910	
rxn44911	
rxn44912	PWY-7665
rxn44913	
rxn44914	PWYQT-4450
rxn44915	
rxn44916	
rxn44917	
rxn44918	PWY-2002
rxn44919	
rxn44920	
rxn44921	PWY-7517
rxn44922	PWY-7799
rxn44923	PWY-6113	PWYG-321
rxn44924	PWY-6710
rxn44925	
rxn44926	PWY-7104	PWY-7110	PWY-7438
rxn44927	
rxn44928	
rxn44929	PWY-7288	PWY66-391
rxn44930	PWY-7799
rxn44931	SOPHOROSYLOXYDOCOSANOATE-SYN-PWY
rxn44932	
rxn44933	PWY-6509
rxn44934	PWY-7548
rxn44935	PWY-7491
rxn44936	PWY-6538	PWY-6632
rxn44937	PWY-5512	PWY-5514	PWY-7332	PWY-7820
rxn44938	
rxn44939	PWY-5163	PWY-5266	PWY-5273	PWY-7011
rxn44940	
rxn44941	PWY-6113	PWYG-321
rxn44942	
rxn44943	PWY-7449
rxn44944	PWY-6051
rxn44945	
rxn44946	PWY-5283	PWY-5327	PWY-7861	PWY66-425
rxn44947	PWY-7905
rxn44948	PWY-761
rxn44949	PWY-5372
rxn44950	PWY-7703
rxn44951	
rxn44952	
rxn44953	PWY-6693
rxn44954	
rxn44955	PWY-7645
rxn44956	PWY-6733
rxn44957	
rxn44958	PWY-7433
rxn44959	PWY-6113	PWYG-321
rxn44960	
rxn44961	
rxn44962	PWY-5706	PWY-6176
rxn44963	
rxn44964	
rxn44965	
rxn44966	
rxn44967	PWY-6713	PWY-6714
rxn44968	
rxn44969	PWY-7606
rxn44970	PWY-7917
rxn44971	
rxn44972	PWY-7520
rxn44973	PWY-7321
rxn44974	
rxn44975	
rxn44976	PWY-5770
rxn44977	PWY-6566	PWY-6569	PWY-6571
rxn44978	PWYQT-4450
rxn44979	
rxn44980	PWY-5856	PWY-5871
rxn44981	
rxn44982	PWY-5296
rxn44983	
rxn44984	PWY-6280
rxn44985	
rxn44986	PWY-7936
rxn44987	
rxn44988	PWY-7840
rxn44989	PWY-7708
rxn44990	PWY-7160
rxn44991	PWY-7157
rxn44992	PWY-5477	PWY-5478
rxn44993	PWY-7826
rxn44994	PWY-6350
rxn44995	PWY-7984
rxn44996	
rxn44997	
rxn44998	
rxn44999	PWY-7478
rxn45000	
rxn45001	PWY-7920
rxn45002	PWY-1701	PWY-1882	PWY-6967
rxn45003	
rxn45004	PWY-7822
rxn45005	
rxn45006	
rxn45007	PWY-8008
rxn45008	
rxn45009	
rxn45010	PWY-7695
rxn45011	PWY-7940
rxn45012	PWY-6807
rxn45013	PWY-7698
rxn45014	PWY-7458
rxn45015	PWY-2055	PWY-2761
rxn45016	
rxn45017	
rxn45018	
rxn45019	PWY-301	PWY-7401	PWY-7402
rxn45020	PWY-7897
rxn45021	PWY-7230	PWY-7235
rxn45022	
rxn45023	PWY-5254
rxn45024	
rxn45025	
rxn45026	
rxn45027	PWY-7442
rxn45028	PWY-6341
rxn45029	PWY-5660
rxn45030	PWY-6411
rxn45031	PWY-2083	PWY-3097
rxn45032	
rxn45033	
rxn45034	GLUT-REDOX-PWY	PWY-7870
rxn45035	PWY-5672
rxn45036	PWY-7154	PWY-7156
rxn45037	PWY-7856
rxn45038	PWY-7782
rxn45039	PWY-7604
rxn45040	PWY-5642
rxn45041	
rxn45042	
rxn45043	
rxn45044	PWY-7726
rxn45045	
rxn45046	PWY-7419
rxn45047	
rxn45048	
rxn45049	PWY66-3	PWY66-5
rxn45050	
rxn45051	PWY-5257	PWY-5517	PWY-7295
rxn45052	PWY-7883
rxn45053	PWY-7988
rxn45054	PWY-6533
rxn45055	PWY-7599
rxn45056	PWY-7800
rxn45057	PWY-7816
rxn45058	
rxn45059	
rxn45060	PWY-2681
rxn45061	PWY-5129
rxn45062	PWY-7256
rxn45063	
rxn45064	
rxn45065	PWY-7434	PWY-7837
rxn45066	
rxn45067	
rxn45068	
rxn45069	PWY-5499
rxn45070	PWY-7878
rxn45071	PWY-7940
rxn45072	
rxn45073	PWY-2582	PWY-6544
rxn45074	PWY-7760
rxn45075	
rxn45076	PWY-7640
rxn45077	
rxn45078	PWY-7914
rxn45079	
rxn45080	PWY-3162
rxn45081	PWY-1121	PWY-321	PWY-6733
rxn45082	PWY-6138	PWY-6139	PWY-6145
rxn45083	PWY-1264	PWY-1541
rxn45084	PWY-7706
rxn45085	
rxn45086	
rxn45087	ALL-CHORISMATE-PWY	ENTBACSYN-PWY
rxn45088	
rxn45089	PWY-6627
rxn45090	
rxn45091	PWY-6689
rxn45092	PWY-5290
rxn45093	
rxn45094	
rxn45095	
rxn45096	PWY-6184
rxn45097	PWY-7755
rxn45098	PWY-3661	PWY-3661-1
rxn45099	PWY-7799
rxn45100	PWY-7820
rxn45101	PWY-7671
rxn45102	PWY-5984	PWY-5993
rxn45103	PWY-6001
rxn45104	PWY-7682
rxn45105	PWY-7799
rxn45106	PWY-5031
rxn45107	PWY-6453
rxn45108	
rxn45109	
rxn45110	PWY-7968
rxn45111	
rxn45112	PWY-7388
rxn45113	PWY-3101	PWY-6266
rxn45114	
rxn45115	P203-PWY	PWY-5308
rxn45116	
rxn45117	PWY-622
rxn45118	
rxn45119	
rxn45120	PWY-7155
rxn45121	
rxn45122	PWY-6113	PWYG-321
rxn45123	PWY-7049
rxn45124	PWY-6820
rxn45125	
rxn45126	PWY-7823
rxn45127	
rxn45128	PWY-5259
rxn45129	PWY-7398
rxn45130	PWY-6007
rxn45131	
rxn45132	PWY-7895
rxn45133	
rxn45134	ALL-CHORISMATE-PWY	ENTBACSYN-PWY	PWY-5837	PWY-5838	PWY-5840	PWY-5845	PWY-5850	PWY-5860	PWY-5861	PWY-5862	PWY-5863	PWY-5896	PWY-5897	PWY-5898	PWY-5899	PWY-5901	PWY-5903	PWY-6374	PWY-6406
rxn45135	PWY-7534
rxn45136	PWY-7713	PWY-7715
rxn45137	PWY-7338
rxn45138	
rxn45139	1CMET2-PWY	ADENOSYLHOMOCYSCAT-PWY	HOMOSER-METSYN-PWY	HSERMETANA-PWY	MET-SAM-PWY	METSYN-PWY	P4-PWY	PWY-2201	PWY-3841	PWY-5328	PWY-5345	PWY-5347	PWY-7977	PWY0-781
rxn45140	PWY-7966
rxn45141	PWY-7915
rxn45142	
rxn45143	
rxn45144	PWY-7676
rxn45145	PWY-7300
rxn45146	PWY-7919
rxn45147	PWY-7531
rxn45148	PWY0-1321	PWY0-1352	PWY0-1581
rxn45149	
rxn45150	
rxn45151	
rxn45152	PWY-5353	PWY-7592
rxn45153	
rxn45154	
rxn45155	PWY-7881
rxn45156	PWY-6322	PWY-7769	PWY-7907
rxn45157	PWY-6649
rxn45158	PWY-7729
rxn45159	PWYQT-4450
rxn45160	PWY-7224
rxn45161	PWY-6495	PWY-6503
rxn45162	
rxn45163	PWY-7511
rxn45164	PWY-6145	PWY-7529
rxn45165	PWY-6482
rxn45166	PWY66-341	PWY66-4	PWY66-5
rxn45167	PWY-7409
rxn45168	PWY-6061
rxn45169	PWY-7485
rxn45170	
rxn45171	PWY-7882
rxn45172	PWY-7759	PWY-7760
rxn45173	
rxn45174	
rxn45175	
rxn45176	PWY-6322
rxn45177	PWY-5800
rxn45178	
rxn45179	PWY-4961
rxn45180	
rxn45181	PWY-7114
rxn45182	PWY-7620
rxn45183	
rxn45184	PWY-7510
rxn45185	PWY-7025
rxn45186	PWY-7893
rxn45187	
rxn45188	
rxn45189	PWY-2229	PWY-2464	PWY-5717
rxn45190	PWY-7914
rxn45191	PWY-5466	PWY-5469	PWY-6824
rxn45192	
rxn45193	PWY-7956
rxn45194	
rxn45195	PWY-7706
rxn45196	ASPSYNII-PWY
rxn45197	PWY-7754
rxn45198	PWY-7872
rxn45199	PWY-7919
rxn45200	PWY-6807
rxn45201	
rxn45202	
rxn45203	PWY-7006
rxn45204	
rxn45205	PWY-7632
rxn45206	PWY-7663
rxn45207	PWY-5060	PWY-6787
rxn45208	PWY-5170
rxn45209	
rxn45210	PWY-7241
rxn45211	PWY-7884
rxn45212	PWY-7747
rxn45213	
rxn45214	
rxn45215	P481-PWY
rxn45216	PWY-7654
rxn45217	
rxn45218	PWY-7317	PWY-7318
rxn45219	PWY-7690
rxn45220	PWY-5672
rxn45221	PWY-581
rxn45222	
rxn45223	PWY-5529	PWY-5531	PWY-7159
rxn45224	
rxn45225	PWY-5770
rxn45226	P201-PWY
rxn45227	PWY-7844
rxn45228	
rxn45229	
rxn45230	
rxn45231	
rxn45232	PWY-5048	PWY-5071
rxn45233	PWY-7767
rxn45234	PWY-6102
rxn45235	
rxn45236	
rxn45237	PWY-5645
rxn45238	PWY66-426
rxn45239	PWY-6684
rxn45240	PWY-7656
rxn45241	
rxn45242	PWY-7744
rxn45243	PWY-6142	PWY-6146	PWY-7784
rxn45244	
rxn45245	PWY-7615
rxn45246	
rxn45247	PWY-2701
rxn45248	
rxn45249	
rxn45250	
rxn45251	PWY-7758	PWY-7759	PWY-7760
rxn45252	PWY-7881
rxn45253	PWY-7119
rxn45254	PWY-7679
rxn45255	PWY-5818
rxn45256	
rxn45257	PWY-7798
rxn45258	PWY-5288
rxn45259	PWY-6598	PWY-7601	PWY-7725
rxn45260	
rxn45261	
